name,id,numeric_id,variant_group,sort_order,sort_feature,template,type,railtype,year,end_year,service,cars,power,secondary_power,cyl_d,cyl_len,cyl_n,steam_psi,rpm,wheel_d,ihp,weight,tender_weight,loading_speed,tractive_effort,te_coeff,speed,kmhish_speed,secondary_speed,speed_conf,length,scale_len,width,height,capacity,voxel_size,ttd_len,tender,articulated_lengths,effect_unit,manual_lengths,manual_ttd_len,layout,pantograph_unit,new_sprites,reuse_sprites,animated,replace_last_wagon,vehicle_life,lifespan,run_cost_penalty,purchase_penalty,speed_cost_factor,power_cost_factor,te_cost_factor,year_multiplier,capacity_factor,type_run_cost,type_purchase_cost,cost,running_cost,cost_gbp,run_cost_gbp,double_headed,dvt,use_mu_engine_logic,tilting,multiple_working,requires_second_power_car,purchase_length,enable_param,intro_month,cargo_age_period,pax_special,cargo_handling,default_cargo,era_id,category,era_cat,power_class,length_text,power_text,units_text,bio,gameplay_text,brake_text,additional_text,has_aged_variant
"BREL Class 165 ""Network Turbo""",network_turbo,470,,152,FEAT_TRAINS,multiple_unit,diesel,RAIL,1991,1992,,2,700,,,,,,,,,74,,5,105,0.14,75,120,,,22.91,22.9,2.8,3.8,93,214x42x57,13,,"4,5,4",,,,"network_turbo,network_turbo_rear",,"1,1",,,,32,,-10,-15,15,3.5,5.25,0.88,6.2,1,1.5,40,72,"$31,250","$5,850",,,,,,,,,9,185,,,PASS,lbr,DMU,lbr_DMU,diesel_RAIL,{BLACK}Length: {GOLD}1.7 tiles{},{BLACK}Powered by: {GOLD}Diesel,{BLACK}Cars: {GOLD}2,The Class 165 is a high capacity DMU with 2+3 seating.,,,{BLACK}Powered by: {GOLD}Diesel {BLACK}Cars: {GOLD}2{}{BLACK}Length: {GOLD}1.7 tiles{}{SILVER}The Class 165 is a high capacity DMU with 2+3 seating.,
"BREL Class 465 ""Networker""",brel_networker,472,,153,FEAT_TRAINS,multiple_unit,electric,THIRD_RAIL,1992,1994,,4,1608,,,,,,,,,136,,5,165,0.12,75,120,,,20.89,20.89,,3.77,81,198x0x56,12,,"4,4,4",,,,"brel_networker,brel_networker_mid,brel_networker_mid,brel_networker_rear",,"1,1,0,1",,,,32,,-10,-20,15,8.04,8.25,0.88,10.8,0.85,1.725,68,80,"$53,125","$6,500",,,,,,,,,10,185,,,PASS,lbr,EMU,lbr_EMU,electric_THIRD_RAIL,{BLACK}Length: {GOLD}3.0 tiles{},{BLACK}Powered by: {GOLD}750V DC,{BLACK}Cars: {GOLD}4,"The BREL Networker was built by three different companies (ABB, Metro-Cammell and BREL) with minor detail differences between each manufacturer's output.",,,"{BLACK}Powered by: {GOLD}750V DC {BLACK}Cars: {GOLD}4{}{BLACK}Length: {GOLD}3.0 tiles{}{SILVER}The BREL Networker was built by three different companies (ABB, Metro-Cammell and BREL) with minor detail differences between each manufacturer's output.",
"GEC-Alsthom Class 373 ""Eurostar""",eurostar,474,,154,FEAT_TRAINS,multiple_unit,dual_electric,DUAL_POWER,1992,1996,,20,16400,4600,,,,,,,,752,,4,220,0.03,186,298,,,22.15,22.15,2.81,,39,214x42x0,13,,"4,5,4",,"4,5,4,4,5,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,5,4,4,5,4","13,13,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,13","eurostar,eurostar_motor,eurostar_mid,eurostar_mid,eurostar_mid,eurostar_mid,eurostar_tbk,eurostar_mid,eurostar_mid,eurostar_mid,eurostar_mid,eurostar_mid,eurostar_mid,eurostar_tbk,eurostar_mid,eurostar_mid,eurostar_mid,eurostar_mid,eurostar_motor_rev,eurostar_rear",eurostar,"1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1",,,,25,,,,30,20,11,0.88,26,0.85,2.4,252,180,"$196,875","$14,625",,,,,,,,param_max_mu_length == 0,11,232,,,PASS,lbr,EMU (Express),lbr_EMU (Express),dual_electric_DUAL_POWER,{BLACK}Length: {GOLD}14.3 tiles{},{BLACK}Powered by: {GOLD}25kV AC / 750V DC,{BLACK}Cars: {GOLD}20,"The Class 373 is designed to operate Eurostar services through the Channel Tunnel. As the route originally ran from Waterloo via the Southern Region, it is a dual voltage unit capable of running on third rail at reduced power. The trains are also extensively fireproofed for use in the long tunnel.",,{YELLOW}25% bonus for long distance travel{},"{BLACK}Powered by: {GOLD}25kV AC / 750V DC {BLACK}Cars: {GOLD}20{}{BLACK}Length: {GOLD}14.3 tiles{}{YELLOW}25% bonus for long distance travel{}{SILVER}The Class 373 is designed to operate Eurostar services through the Channel Tunnel. As the route originally ran from Waterloo via the Southern Region, it is a dual voltage unit capable of running on third rail at reduced power. The trains are also extensively fireproofed for use in the long tunnel.",
"GEC-Alsthom Class 373 ""Eurostar""",eurostar_6_tile,475,,155,FEAT_TRAINS,multiple_unit,dual_electric,DUAL_POWER,1992,1996,,8,16400,4600,,,,,,,,300.8,,4,220,0.07,186,298,,,22.15,22.15,2.81,,39,214x42x0,13,,"4,5,4",,"4,5,4,4,5,4,4,3,4,4,3,4,4,3,4,4,3,4,4,5,4,4,5,4","13,13,11,11,11,11,13,13","eurostar,eurostar_motor,eurostar_mid,eurostar_tbk,eurostar_mid,eurostar_tbk,eurostar_motor_rev,eurostar_rear",eurostar,"0,0,0,0,0,0,0,0",eurostar,,,25,,,,30,20,11,0.88,10.4,0.85,2.4,207,148,"$161,719","$12,025",,,,,,,,param_max_mu_length == 1,11,232,,,PASS,lbr,EMU (Express),lbr_EMU (Express),dual_electric_DUAL_POWER,{BLACK}Length: {GOLD}6.0 tiles{},{BLACK}Powered by: {GOLD}25kV AC / 750V DC,{BLACK}Cars: {GOLD}8,"The Class 373 is designed to operate Eurostar services through the Channel Tunnel. As the route originally ran from Waterloo via the Southern Region, it is a dual voltage unit capable of running on third rail at reduced power. The trains are also extensively fireproofed for use in the long tunnel.",,{YELLOW}25% bonus for long distance travel{},"{BLACK}Powered by: {GOLD}25kV AC / 750V DC {BLACK}Cars: {GOLD}8{}{BLACK}Length: {GOLD}6.0 tiles{}{YELLOW}25% bonus for long distance travel{}{SILVER}The Class 373 is designed to operate Eurostar services through the Channel Tunnel. As the route originally ran from Waterloo via the Southern Region, it is a dual voltage unit capable of running on third rail at reduced power. The trains are also extensively fireproofed for use in the long tunnel.",
"GEC-Alsthom Class 373 ""Eurostar""",eurostar_4_tile,476,,156,FEAT_TRAINS,multiple_unit,dual_electric,DUAL_POWER,1992,1996,,5,16400,4600,,,,,,,,188,,4,220,0.12,186,298,,,22.15,22.15,2.81,,39,214x42x0,13,,"4,5,4",,"4,5,4,4,5,4,4,3,4,4,5,4,4,5,4","13,13,11,13,13","eurostar,eurostar_motor,eurostar_mid,eurostar_motor_rev,eurostar_rear",eurostar,"0,0,0,0,0",eurostar,,,25,,,,30,20,11,0.88,6.5,0.85,2.4,196,140,"$153,125","$11,375",,,,,,,,param_max_mu_length == 2,11,232,,,PASS,lbr,EMU (Express),lbr_EMU (Express),dual_electric_DUAL_POWER,{BLACK}Length: {GOLD}4.0 tiles{},{BLACK}Powered by: {GOLD}25kV AC / 750V DC,{BLACK}Cars: {GOLD}5,"The Class 373 is designed to operate Eurostar services through the Channel Tunnel. As the route originally ran from Waterloo via the Southern Region, it is a dual voltage unit capable of running on third rail at reduced power. The trains are also extensively fireproofed for use in the long tunnel.",,{YELLOW}25% bonus for long distance travel{},"{BLACK}Powered by: {GOLD}25kV AC / 750V DC {BLACK}Cars: {GOLD}5{}{BLACK}Length: {GOLD}4.0 tiles{}{YELLOW}25% bonus for long distance travel{}{SILVER}The Class 373 is designed to operate Eurostar services through the Channel Tunnel. As the route originally ran from Waterloo via the Southern Region, it is a dual voltage unit capable of running on third rail at reduced power. The trains are also extensively fireproofed for use in the long tunnel.",
ABB Class 325,abb_class_325,480,,157,FEAT_TRAINS,multiple_unit,dual_electric,DUAL_POWER,1995,,,4,1328,,,,,,,,,138.5,,5,160,0.12,100,160,,,19.83,19.8,2.8,3.8,78,198x42x57,12,,"4,4,4",,,,"abb_class_325,abb_class_325_power,abb_class_325_mid,abb_class_325_rear",abb_class_325_power,"1,1,1,1",,,,30,,-15,-40,20,6.64,8,0.87,10.4,0.85,1.8,57,80,"$44,531","$6,500",,,,,,,,,2,185,,,MAIL,prv,DMU (Express),prv_DMU (Express),dual_electric_DUAL_POWER,{BLACK}Length: {GOLD}3.0 tiles{},{BLACK}Powered by: {GOLD}25kV AC / 750V DC,{BLACK}Cars: {GOLD}4,The Class 325 is a multiple unit designed for carrying mail and parcels more economically than a locomotive-hauled train. It is based on Class 319 hardware.,,,{BLACK}Powered by: {GOLD}25kV AC / 750V DC {BLACK}Cars: {GOLD}4{}{BLACK}Length: {GOLD}3.0 tiles{}{SILVER}The Class 325 is a multiple unit designed for carrying mail and parcels more economically than a locomotive-hauled train. It is based on Class 319 hardware.,
"Bombardier Class 170 ""Turbostar""",turbostar,482,,158,FEAT_TRAINS,multiple_unit,diesel,RAIL,1998,2005,,3,1266,,,,,,,,,135,,5,180,0.13,100,160,,,23.62,21,2.69,3.77,63,198x40x56,12,,"4,4,4",,,,"turbostar,turbostar_mid,turbostar_rear",,"1,1,1",,,,29,,-15,-25,20,6.33,9,0.87,6.3,1,1.5,49,92,"$38,281","$7,475",,,,,"pacer,sprinter,express_sprinter,super_sprinter",,,,3,185,,,PASS,prv,DMU,prv_DMU,diesel_RAIL,{BLACK}Length: {GOLD}2.3 tiles{},{BLACK}Powered by: {GOLD}Diesel,{BLACK}Cars: {GOLD}3,"The Turbostar is a further development of the BR ""Networker"" units. It is used for regional and long distance services.",,,"{BLACK}Powered by: {GOLD}Diesel {BLACK}Cars: {GOLD}3{}{BLACK}Length: {GOLD}2.3 tiles{}{SILVER}The Turbostar is a further development of the BR ""Networker"" units. It is used for regional and long distance services.",
"Alstom Class 175 ""Coradia""",class_175_coradia,483,,159,FEAT_TRAINS,multiple_unit,diesel,RAIL,2000,,,2,900,,,,,,,,,98,,5,120,0.12,100,160,,,23.71,23.71,,,69,238x0x0,14,,"4,6,4",,,,"class_175_coradia,class_175_coradia_rear",,"1,1",,,,22,,-6,-25,20,4.5,6,0.87,4.6,1,1.5,38,86,"$29,688","$6,988",,,,,,,,,4,,,,PASS,prv,DMU,prv_DMU,diesel_RAIL,{BLACK}Length: {GOLD}1.8 tiles{},,,"Originally operated by First North Western, the Class 175s were cascaded to services in Wales. They suffered early reliability problems, but work on braking systems and bogies has made a significant improvement.",,,"{BLACK}Length: {GOLD}1.8 tiles{}{SILVER}Originally operated by First North Western, the Class 175s were cascaded to services in Wales. They suffered early reliability problems, but work on braking systems and bogies has made a significant improvement.",
"Alstom Class 460 ""Juniper""",alstom_juniper,484,,160,FEAT_TRAINS,multiple_unit,electric,THIRD_RAIL,2000,2001,2012,8,3620,,,,,,,,,319,,5,240,0.08,100,160,,,,21,,,69,198x0x0,12,,"4,4,4",,,,"alstom_juniper,alstom_juniper_mid,alstom_juniper_mid,alstom_juniper_mid,alstom_juniper_mid,alstom_juniper_mid,alstom_juniper_mid,alstom_juniper_rear",,"1,1,0,0,0,0,0,1",,,,27,20,-15,-30,20,18.1,12,0.87,18.4,0.85,1.725,108,125,"$84,375","$10,156",,,,,,,,param_max_mu_length < 2,4,205,,,PASS,prv,EMU (Express),prv_EMU (Express),electric_THIRD_RAIL,{BLACK}Length: {GOLD}6.0 tiles{},{BLACK}Powered by: {GOLD}750V DC,{BLACK}Cars: {GOLD}8,"The Class 460 was built to replace locomotive-hauled services on the Gatwick Express. It had a short service life, with most units converted to Class 458/5 for suburban use.",,{YELLOW}10% bonus for long distance travel{},"{BLACK}Powered by: {GOLD}750V DC {BLACK}Cars: {GOLD}8{}{BLACK}Length: {GOLD}6.0 tiles{}{YELLOW}10% bonus for long distance travel{}{SILVER}The Class 460 was built to replace locomotive-hauled services on the Gatwick Express. It had a short service life, with most units converted to Class 458/5 for suburban use.",
"Alstom Class 460 ""Juniper""",alstom_juniper_4_tile,485,,161,FEAT_TRAINS,multiple_unit,electric,THIRD_RAIL,2000,2001,2012,5,3620,,,,,,,,,199.375,,5,240,0.12,100,160,,,,21,,,69,198x0x0,12,,"4,4,4",,,,"alstom_juniper,alstom_juniper_mid,alstom_juniper_mid,alstom_juniper_mid,alstom_juniper_rear",,"0,0,0,0,0",alstom_juniper,,,27,20,-15,-30,20,18.1,12,0.87,11.5,0.85,1.725,95,111,"$74,219","$9,019",,,,,,,,param_max_mu_length == 2,4,205,,,PASS,prv,EMU (Express),prv_EMU (Express),electric_THIRD_RAIL,{BLACK}Length: {GOLD}3.8 tiles{},{BLACK}Powered by: {GOLD}750V DC,{BLACK}Cars: {GOLD}5,"The Class 460 was built to replace locomotive-hauled services on the Gatwick Express. It had a short service life, with most units converted to Class 458/5 for suburban use.",,{YELLOW}10% bonus for long distance travel{},"{BLACK}Powered by: {GOLD}750V DC {BLACK}Cars: {GOLD}5{}{BLACK}Length: {GOLD}3.8 tiles{}{YELLOW}10% bonus for long distance travel{}{SILVER}The Class 460 was built to replace locomotive-hauled services on the Gatwick Express. It had a short service life, with most units converted to Class 458/5 for suburban use.",
"Alstom Class 180 ""Adelante""",class_180_adelante,486,,162,FEAT_TRAINS,multiple_unit,diesel,RAIL,2001,,,5,2250,,,,,,,,,252.5,,4,190,0.08,125,200,,,23.71,23.71,,,57,238x0x0,14,,"4,6,4",,,,"class_180_adelante,class_180_adelante_mid,class_180_adelante_mid,class_180_adelante_mid,class_180_adelante_rear",,"1,1,0,0,1",,,,22,,-8,-30,25,11.25,9.5,0.87,9.5,1,2,101,130,"$78,906","$10,563",,,,,,,,param_max_mu_length < 2,7,,,,PASS,prv,DMU (Express),prv_DMU (Express),diesel_RAIL,{BLACK}Length: {GOLD}4.4 tiles{},,,"Unusually for a high speed unit, the Class 180 uses a diesel-hydraulic transmission. Unfortunately the units suffered reliability problems both before and after launch.",,,"{BLACK}Length: {GOLD}4.4 tiles{}{SILVER}Unusually for a high speed unit, the Class 180 uses a diesel-hydraulic transmission. Unfortunately the units suffered reliability problems both before and after launch.",
"Alstom Class 180 ""Adelante""",class_180_adelante_4_tile,487,,163,FEAT_TRAINS,multiple_unit,diesel,RAIL,2001,,,4,2250,,,,,,,,,203,,4,190,0.09,125,200,,,23.71,23.71,,,57,238x0x0,14,,"4,6,4",,,,"class_180_adelante,class_180_adelante_mid,class_180_adelante_mid,class_180_adelante_rear",,"0,0,0,0",class_180_adelante,,,22,,-8,-30,25,11.25,9.5,0.87,7.6,1,2,97,125,"$75,781","$10,156",,,,,,,,param_max_mu_length == 2,7,,,,PASS,prv,DMU (Express),prv_DMU (Express),diesel_RAIL,{BLACK}Length: {GOLD}3.5 tiles{},,,"Unusually for a high speed unit, the Class 180 uses a diesel-hydraulic transmission. Unfortunately the units suffered reliability problems both before and after launch.",,,"{BLACK}Length: {GOLD}3.5 tiles{}{SILVER}Unusually for a high speed unit, the Class 180 uses a diesel-hydraulic transmission. Unfortunately the units suffered reliability problems both before and after launch.",
"Alstom Class 390 ""Pendolino""",pendolino,488,,164,FEAT_TRAINS,multiple_unit,electric,ELRL,2002,,,8,6840,,,,,,,,,466,,4,325,0.07,140,224,,,23.9,23.9,2.73,3.56,60,238x40x53,14,,"4,6,4",,,,"pendolino,pendolino_mid,pendolino_mid,pendolino_mid,pendolino_mid,pendolino_power,pendolino_mid,pendolino_rear",,"1,1,0,0,0,1,0,1",,,,29,,-15,-35,28,20,16.25,0.86,16,0.85,2.3,183,148,"$142,969","$12,025",,,,1,,,,param_max_mu_length == 0,6,205,,,PASS,prv,EMU (Express),prv_EMU (Express),electric_ELRL,{BLACK}Length: {GOLD}7.0 tiles{},{BLACK}Powered by: {GOLD}25kV AC,{BLACK}Cars: {GOLD}8,The Pendolino is a tilting multiple unit with a design speed of 140mph.  The tilt system is supplied by Fiat Ferroviaria.,,{YELLOW}10% bonus for long distance travel{},{BLACK}Powered by: {GOLD}25kV AC {BLACK}Cars: {GOLD}8{}{BLACK}Length: {GOLD}7.0 tiles{}{YELLOW}10% bonus for long distance travel{}{SILVER}The Pendolino is a tilting multiple unit with a design speed of 140mph.  The tilt system is supplied by Fiat Ferroviaria.,
"Alstom Class 390 ""Pendolino""",pendolino_6_tile,489,,165,FEAT_TRAINS,multiple_unit,electric,ELRL,2002,,,6,6840,,,,,,,,,349.5,,4,325,0.09,140,224,,,23.9,23.9,2.73,3.56,60,238x40x53,14,,"4,6,4",,,,"pendolino,pendolino_mid,pendolino_mid,pendolino_power,pendolino_mid,pendolino_rear",,"0,0,0,0,0,0",pendolino,,,29,,-15,-35,28,20,16.25,0.86,12,0.85,2.3,173,140,"$135,156","$11,375",,,,1,,,,param_max_mu_length == 1,6,205,,,PASS,prv,EMU (Express),prv_EMU (Express),electric_ELRL,{BLACK}Length: {GOLD}5.3 tiles{},{BLACK}Powered by: {GOLD}25kV AC,{BLACK}Cars: {GOLD}6,The Pendolino is a tilting multiple unit with a design speed of 140mph.  The tilt system is supplied by Fiat Ferroviaria.,,{YELLOW}10% bonus for long distance travel{},{BLACK}Powered by: {GOLD}25kV AC {BLACK}Cars: {GOLD}6{}{BLACK}Length: {GOLD}5.3 tiles{}{YELLOW}10% bonus for long distance travel{}{SILVER}The Pendolino is a tilting multiple unit with a design speed of 140mph.  The tilt system is supplied by Fiat Ferroviaria.,
"Alstom Class 390 ""Pendolino""",pendolino_4_tile,490,,166,FEAT_TRAINS,multiple_unit,electric,ELRL,2002,,,4,6840,,,,,,,,,233,,4,325,0.14,140,224,,,23.9,23.9,2.73,3.56,60,238x40x53,14,,"4,6,4",,,,"pendolino,pendolino_mid,pendolino_power,pendolino_rear",,"0,0,0,0",pendolino,,,29,,-15,-35,28,20,16.25,0.86,8,0.85,2.3,162,132,"$126,563","$10,725",,,,1,,,,param_max_mu_length == 2,6,205,,,PASS,prv,EMU (Express),prv_EMU (Express),electric_ELRL,{BLACK}Length: {GOLD}3.5 tiles{},{BLACK}Powered by: {GOLD}25kV AC,{BLACK}Cars: {GOLD}4,The Pendolino is a tilting multiple unit with a design speed of 140mph.  The tilt system is supplied by Fiat Ferroviaria.,,{YELLOW}10% bonus for long distance travel{},{BLACK}Powered by: {GOLD}25kV AC {BLACK}Cars: {GOLD}4{}{BLACK}Length: {GOLD}3.5 tiles{}{YELLOW}10% bonus for long distance travel{}{SILVER}The Pendolino is a tilting multiple unit with a design speed of 140mph.  The tilt system is supplied by Fiat Ferroviaria.,
"Bombardier Class 220 ""Voyager""",voyager,492,,167,FEAT_TRAINS,multiple_unit,diesel,RAIL,2002,,,4,3000,,,,,,,,,185.6,,5,185,0.10,125,200,,,23.8,23.8,2.73,,51,238x40x0,14,,"4,6,4",,,,"voyager,voyager_mid,voyager_mid,voyager_rear",,"1,1,0,1",,,,29,,-15,-35,25,15,9.25,0.86,6.8,1,2,98,124,"$76,563","$10,075",,,,,,,,,9,205,,,PASS,prv,DMU (Express),prv_DMU (Express),diesel_RAIL,{BLACK}Length: {GOLD}3.5 tiles{},{BLACK}Powered by: {GOLD}Diesel,{BLACK}Cars: {GOLD}4,"The Voyager is a high speed diesel multiple unit, built to replace both the HST and locomotive-hauled passenger services on the Cross Country route.",,{YELLOW}10% bonus for long distance travel{},"{BLACK}Powered by: {GOLD}Diesel {BLACK}Cars: {GOLD}4{}{BLACK}Length: {GOLD}3.5 tiles{}{YELLOW}10% bonus for long distance travel{}{SILVER}The Voyager is a high speed diesel multiple unit, built to replace both the HST and locomotive-hauled passenger services on the Cross Country route.",
"Bombardier Class 221 ""Super Voyager""",super_voyager,494,,168,FEAT_TRAINS,multiple_unit,diesel,RAIL,2002,,,5,3750,,,,,,,,,282,,5,270,0.10,125,200,,,23.8,23.8,2.73,,51,238x40x0,14,,"4,6,4",,,,"voyager,voyager_mid,voyager_mid,voyager_mid,voyager_rear",,"0,0,0,0,0",voyager,,,29,,-15,-35,25,18.75,13.5,0.86,8.5,1,2,120,148,"$93,750","$12,025",,,,1,,,,param_max_mu_length < 2,10,205,,,PASS,prv,DMU (Express),prv_DMU (Express),diesel_RAIL,{BLACK}Length: {GOLD}4.4 tiles{},{BLACK}Powered by: {GOLD}Diesel,{BLACK}Cars: {GOLD}5,"The Class 221 is outwardly very similar to the Class 220, but internally it has different bogies and features a tilt mechanism for faster cornering.",,{YELLOW}10% bonus for long distance travel{},"{BLACK}Powered by: {GOLD}Diesel {BLACK}Cars: {GOLD}5{}{BLACK}Length: {GOLD}4.4 tiles{}{YELLOW}10% bonus for long distance travel{}{SILVER}The Class 221 is outwardly very similar to the Class 220, but internally it has different bogies and features a tilt mechanism for faster cornering.",
"Bombardier Class 221 ""Super Voyager""",super_voyager_4_tile,495,,169,FEAT_TRAINS,multiple_unit,diesel,RAIL,2002,,,4,3750,,,,,,,,,225.6,,5,270,0.12,125,200,,,23.8,23.8,2.73,,51,238x40x0,14,,"4,6,4",,,,"voyager,voyager_mid,voyager_mid,voyager_rear",,"0,0,0,0",voyager,,,29,,-15,-35,25,18.75,13.5,0.86,6.8,1,2,116,143,"$90,625","$11,619",,,,1,,,,param_max_mu_length == 2,10,205,,,PASS,prv,DMU (Express),prv_DMU (Express),diesel_RAIL,{BLACK}Length: {GOLD}3.5 tiles{},{BLACK}Powered by: {GOLD}Diesel,{BLACK}Cars: {GOLD}4,"The Class 221 is outwardly very similar to the Class 220, but internally it has different bogies and features a tilt mechanism for faster cornering.",,{YELLOW}10% bonus for long distance travel{},"{BLACK}Powered by: {GOLD}Diesel {BLACK}Cars: {GOLD}4{}{BLACK}Length: {GOLD}3.5 tiles{}{YELLOW}10% bonus for long distance travel{}{SILVER}The Class 221 is outwardly very similar to the Class 220, but internally it has different bogies and features a tilt mechanism for faster cornering.",
"Siemens Class 360 ""Desiro""",siemens_360_desiro,496,,170,FEAT_TRAINS,multiple_unit,electric,ELRL,2002,2006,,4,2080,,,,,,,,,170,,5,180,0.11,100,160,,,20.4,20.4,2.8,,69,198x42x0,12,,"4,4,4",,,,"siemens_360_desiro,siemens_360_desiro_mid,siemens_360_desiro_mid_2,siemens_360_desiro_rear",,"1,1,1,1",,,,28,,-15,-30,20,10.4,9,0.86,9.2,0.85,1.725,69,85,"$53,906","$6,906",,,,,,,,,3,185,,,PASS,prv,EMU,prv_EMU,electric_ELRL,{BLACK}Length: {GOLD}3.0 tiles{},{BLACK}Powered by: {GOLD}25kV AC,{BLACK}Cars: {GOLD}4,"The Class 360 is an AC version of the Desiro family of units, ordered to replace slam-door stock on the Great Eastern Main Line.",,,"{BLACK}Powered by: {GOLD}25kV AC {BLACK}Cars: {GOLD}4{}{BLACK}Length: {GOLD}3.0 tiles{}{SILVER}The Class 360 is an AC version of the Desiro family of units, ordered to replace slam-door stock on the Great Eastern Main Line.",
"Bombardier Class 377 ""Electrostar""",electrostar,498,,171,FEAT_TRAINS,multiple_unit,dual_electric,DUAL_POWER,2003,,,4,1600,,,,,,,,,173.6,,5,175,0.10,100,160,,,20.4,20.4,,3.78,60,198x0x56,12,,"4,4,4",,,,"electrostar,electrostar_mid,electrostar_power,electrostar_rear",electrostar_power,"1,1,1,1",,,,29,,-15,-30,20,8,8.75,0.86,8,0.85,1.8,66,78,"$51,563","$6,338",,,,,,,,,12,185,,,PASS,prv,EMU,prv_EMU,dual_electric_DUAL_POWER,{BLACK}Length: {GOLD}3.0 tiles{},{BLACK}Powered by: {GOLD}25kV AC / 750V DC,{BLACK}Cars: {GOLD}4,"The Class 377 is a dual-voltage EMU, and is a common sight around London and South East England.",,,"{BLACK}Powered by: {GOLD}25kV AC / 750V DC {BLACK}Cars: {GOLD}4{}{BLACK}Length: {GOLD}3.0 tiles{}{SILVER}The Class 377 is a dual-voltage EMU, and is a common sight around London and South East England.",
"Siemens Class 450 ""Desiro""",siemens_450_desiro,500,,172,FEAT_TRAINS,multiple_unit,electric,THIRD_RAIL,2003,2006,,4,2010,,,,,,,,,170,,5,180,0.11,100,160,,,20.4,20.4,2.8,,66,198x42x0,12,,"4,4,4",,,,"siemens_450_desiro,siemens_450_desiro_mid,siemens_450_desiro_mid_2,siemens_450_desiro_rear",,"1,1,1,1",,,,28,,-16,-28,20,10.05,9,0.86,8.8,0.85,1.725,69,83,"$53,906","$6,744",,,,,siemens_444_desiro,,,,1,185,,,PASS,prv,EMU,prv_EMU,electric_THIRD_RAIL,{BLACK}Length: {GOLD}3.0 tiles{},{BLACK}Powered by: {GOLD}750V DC,{BLACK}Cars: {GOLD}4,The Class 450 was designed for South West Trains to replace all slam-door stock. The large order meant the Class 450 became the most numerous type of Desiro unit in the UK.,,,{BLACK}Powered by: {GOLD}750V DC {BLACK}Cars: {GOLD}4{}{BLACK}Length: {GOLD}3.0 tiles{}{SILVER}The Class 450 was designed for South West Trains to replace all slam-door stock. The large order meant the Class 450 became the most numerous type of Desiro unit in the UK.,
"Siemens Class 444 ""Desiro""",siemens_444_desiro,502,,173,FEAT_TRAINS,multiple_unit,electric,THIRD_RAIL,2004,,,5,2680,,,,,,,,,227,,5,210,0.09,100,160,,,23,23,2.8,,66,214x42x0,13,,"4,5,4",,,,"siemens_444_desiro,siemens_444_desiro_mid,siemens_444_desiro_mid,siemens_444_desiro_mid,siemens_444_desiro_rear",,"1,1,0,0,1",,,,28,,-15,-35,20,13.4,10.5,0.86,11,0.85,1.725,76,97,"$59,375","$7,881",,,,,siemens_450_desiro,,,param_max_mu_length < 2,3,205,,,PASS,prv,EMU (Express),prv_EMU (Express),electric_THIRD_RAIL,{BLACK}Length: {GOLD}4.1 tiles{},{BLACK}Powered by: {GOLD}750V DC,{BLACK}Cars: {GOLD}5,"The Class 444 is an express variant of the Desiro family, used on services to and from the South Coast. Its high power compared to earlier EMUs required power networks in the third rail region to be upgraded.",,{YELLOW}10% bonus for long distance travel{},"{BLACK}Powered by: {GOLD}750V DC {BLACK}Cars: {GOLD}5{}{BLACK}Length: {GOLD}4.1 tiles{}{YELLOW}10% bonus for long distance travel{}{SILVER}The Class 444 is an express variant of the Desiro family, used on services to and from the South Coast. Its high power compared to earlier EMUs required power networks in the third rail region to be upgraded.",
"Siemens Class 444 ""Desiro""",siemens_444_desiro_4_tile,503,,174,FEAT_TRAINS,multiple_unit,electric,THIRD_RAIL,2004,,,4,2680,,,,,,,,,181.6,,5,210,0.12,100,160,,,23,23,2.8,,66,214x42x0,13,,"4,5,4",,,,"siemens_444_desiro,siemens_444_desiro_mid,siemens_444_desiro_mid,siemens_444_desiro_rear",,"0,0,0,0",siemens_444_desiro,,,28,,-15,-35,20,13.4,10.5,0.86,8.8,0.85,1.725,72,93,"$56,250","$7,556",,,,,siemens_450_desiro,,,param_max_mu_length == 2,4,205,,,PASS,prv,EMU (Express),prv_EMU (Express),electric_THIRD_RAIL,{BLACK}Length: {GOLD}3.3 tiles{},{BLACK}Powered by: {GOLD}750V DC,{BLACK}Cars: {GOLD}4,"The Class 444 is an express variant of the Desiro family, used on services to and from the South Coast. Its high power compared to earlier EMUs required power networks in the third rail region to be upgraded.",,{YELLOW}10% bonus for long distance travel{},"{BLACK}Powered by: {GOLD}750V DC {BLACK}Cars: {GOLD}4{}{BLACK}Length: {GOLD}3.3 tiles{}{YELLOW}10% bonus for long distance travel{}{SILVER}The Class 444 is an express variant of the Desiro family, used on services to and from the South Coast. Its high power compared to earlier EMUs required power networks in the third rail region to be upgraded.",
